Gender,Education,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,year,month,day,cancel_year,cancel_month,tenure,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed
male,College,0.0,Single,Star,5227.77,Standard,2020,3,28,,,,206.8,52.2,483680.2,48359.12,2646.0
male,Bachelor,77357.0,Single,Star,5229.74,Standard,2019,7,23,,,,145.2,25.5,241690.8,24162.08,3686.0
female,High School or Below,18129.0,Single,Star,5229.99,Standard,2021,1,2,,,,60.0,28.0,111051.0,11102.0,0.0
female,College,0.0,Single,Star,5232.33,Standard,2017,2,13,,,,236.3,49.2,450468.2,45039.62,4613.2
male,College,0.0,Single,Star,5232.33,Standard,2018,10,15,2019.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,41596.0,Married,Star,5232.45,Standard,2019,9,10,,,,194.8,40.3,367012.8,36694.78,14863.7
female,Bachelor,66957.0,Married,Star,5234.33,Standard,2020,1,1,2020.0,9.0,0.0,79.8,28.5,218372.7,21834.97,9600.7
female,College,0.0,Single,Star,5234.78,Standard,2016,10,19,,,,109.9,36.4,349525.1,34946.21,6895.1
male,Bachelor,33554.0,Married,Star,5237.48,Standard,2021,6,6,,,,184.3,48.0,366253.4,36619.44,0.0
female,Bachelor,31756.0,Married,Star,5237.94,Standard,2021,9,21,,,,20.0,0.0,55888.0,5588.0,0.0
female,Bachelor,27978.0,Single,Star,5239.89,Standard,2018,8,25,,,,262.2,35.0,457876.2,45777.82,19017.4
male,Bachelor,48345.0,Single,Star,5241.14,Standard,2020,5,13,,,,184.4,29.2,299284.9,29922.09,11543.0
female,Bachelor,68131.0,Married,Star,5244.4,Standard,2018,7,29,,,,261.4,66.8,495213.6,49514.06,11838.9
female,Bachelor,46061.0,Married,Star,5245.68,Standard,2019,6,16,,,,177.3,36.0,342428.8,34237.08,10808.0
male,Bachelor,46061.0,Married,Star,5245.68,Standard,2017,4,11,,,,192.8,76.5,491064.6,49096.86,14471.9
male,Bachelor,28909.0,Married,Star,5246.28,Standard,2020,10,3,2020.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,28909.0,Married,Star,5246.28,Standard,2021,6,26,2019.0,2.0,-2.0,16.0,10.0,26333.0,2632.0,0.0
female,Bachelor,28909.0,Married,Star,5246.28,Standard,2018,1,27,,,,185.4,28.3,482074.2,48202.520000000004,16728.9
female,Bachelor,28909.0,Married,Star,5246.28,Standard,2020,12,10,2021.0,8.0,1.0,76.0,19.0,83541.0,8352.0,4652.0
female,Bachelor,28909.0,Married,Star,5246.28,Standard,2015,11,19,,,,168.5,82.8,451552.2,45147.22,19611.3
female,College,0.0,Married,Star,5248.98,Standard,2019,2,1,2019.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
female,College,0.0,Married,Star,5251.15,Standard,2017,12,29,,,,209.2,61.9,471704.4,47161.24,9492.4
male,College,0.0,Married,Star,5251.15,Standard,2017,8,7,,,,155.7,47.5,395144.4,39506.44,13030.2
male,High School or Below,12811.0,Married,Star,5253.49,Standard,2016,11,6,,,,223.0,49.8,374730.6,37464.76,8913.7
female,Bachelor,77693.0,Married,Star,5256.92,Standard,2015,7,29,,,,176.3,46.4,479351.9,47927.69,16111.3
female,Bachelor,56154.0,Single,Star,5257.24,Standard,2018,8,15,2019.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,28447.0,Married,Star,5259.71,Standard,2016,5,15,,,,184.3,48.8,380742.7,38068.07,5354.2
female,Bachelor,60101.0,Married,Star,5260.92,Standard,2017,2,18,,,,232.8,34.7,467587.8,46750.979999999996,15762.4
male,Bachelor,43318.0,Married,Star,5261.1,Standard,2015,6,22,,,,214.1,82.5,397327.7,39725.27,3459.0
female,Bachelor,24031.0,Married,Star,5264.43,2021 Promotion,2019,9,28,,,,206.2,55.6,327634.7,32757.47,3532.0
male,Bachelor,39722.0,Divorced,Star,5267.76,Standard,2017,7,10,,,,174.5,30.8,327364.7,32730.37,22131.2
male,Bachelor,40818.0,Married,Star,5267.85,Standard,2015,5,17,,,,249.3,36.6,514598.10000000003,51450.909999999996,4257.0
male,Bachelor,78115.0,Married,Star,5270.01,Standard,2019,10,4,,,,226.2,76.6,408662.9,40859.89,4470.0
female,Bachelor,32653.0,Married,Star,5271.98,Standard,2019,4,7,,,,211.6,67.7,588696.1,58860.81,19073.1
male,Bachelor,60260.0,Married,Star,5272.7,Standard,2020,7,7,,,,105.3,27.2,169482.2,16944.02,17552.5
male,High School or Below,10629.0,Single,Star,5274.2,Standard,2017,6,13,,,,169.6,66.2,350594.0,35052.2,13647.2
female,Bachelor,44051.0,Married,Star,5274.43,Standard,2018,6,27,,,,238.4,108.6,467569.2,46747.02,27760.9
female,Bachelor,70446.0,Married,Star,5275.63,Standard,2018,2,21,,,,173.7,52.9,295320.3,29524.53,6038.2
female,Bachelor,73742.0,Single,Star,5278.18,Standard,2018,11,3,,,,237.4,54.0,460969.2,46087.72,24840.6
female,Bachelor,62074.0,Divorced,Star,5278.2,Standard,2019,10,3,,,,190.7,46.7,239645.2,23958.62,5318.1
male,Bachelor,22280.0,Married,Star,5279.12,Standard,2019,8,30,,,,147.9,42.6,336434.0,33638.2,20606.8
female,Bachelor,38606.0,Single,Star,5282.54,Standard,2018,9,18,2019.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,61542.0,Married,Star,5284.04,Standard,2018,10,13,,,,194.8,47.0,392508.4,39244.34,22435.2
male,Bachelor,71960.0,Single,Star,5284.51,2021 Promotion,2015,9,15,,,,172.3,50.1,428006.1,42793.71,20562.7
male,Master,23422.0,Single,Star,5285.27,Standard,2019,3,9,,,,200.2,34.3,462921.2,46285.32,11352.5
male,Master,23422.0,Single,Star,5285.27,Standard,2021,6,11,,,,214.9,29.1,451872.0,45178.8,11685.3
female,Bachelor,22627.0,Married,Star,5285.31,Standard,2021,1,25,,,,75.0,27.0,107478.0,10744.0,9086.0
female,Bachelor,65096.0,Married,Star,5285.31,Standard,2015,9,10,,,,170.4,77.2,365093.6,36500.86,12127.7
female,Bachelor,42621.0,Married,Star,5288.17,Standard,2019,5,17,,,,227.0,48.5,477198.8,47711.68,14275.1
female,Bachelor,36791.0,Divorced,Star,5290.67,Standard,2017,7,18,,,,138.9,32.0,248166.4,24809.739999999998,14048.3
female,Bachelor,36791.0,Divorced,Star,5290.67,2021 Promotion,2021,4,26,,,,34.0,9.0,34211.0,3419.0,2899.0
female,Bachelor,57338.0,Single,Star,5291.4,Standard,2018,7,28,,,,145.3,43.3,385822.7,38574.07,0.0
female,Bachelor,67899.0,Married,Star,5292.2,Standard,2015,8,4,,,,184.9,29.0,286202.3,28613.43,15082.2
female,College,0.0,Married,Star,5292.63,Standard,2020,2,4,,,,142.6,28.8,432454.0,43239.4,0.0
male,College,0.0,Single,Star,5293.72,Standard,2020,12,17,,,,62.0,13.0,91009.0,9098.0,3100.0
female,College,0.0,Single,Star,5295.63,Standard,2016,4,8,,,,260.4,82.1,548265.5,54817.45,8415.1
male,College,0.0,Divorced,Star,5296.84,Standard,2018,10,28,,,,185.4,57.7,322108.6,32205.06,12564.0
female,High School or Below,23908.0,Married,Star,5297.15,Standard,2017,2,25,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,33832.0,Married,Star,5297.67,Standard,2021,6,13,2019.0,2.0,-2.0,30.0,5.0,57718.0,5770.0,0.0
male,Bachelor,20269.0,Married,Star,5301.84,Standard,2018,2,14,,,,233.3,38.8,473590.4,47350.64,7125.0
female,College,0.0,Divorced,Star,5304.54,Standard,2017,12,16,,,,312.3,105.9,787598.7,78748.37,11144.0
female,High School or Below,26334.0,Single,Star,5305.09,Standard,2015,11,12,,,,0.0,0.0,0.0,0.0,0.0
male,High School or Below,26334.0,Single,Star,5305.09,Standard,2016,2,11,,,,221.3,41.2,474576.7,47448.27,6579.7
female,College,0.0,Single,Star,5308.25,Standard,2015,5,20,,,,192.5,56.4,545113.5,54502.95,3987.0
female,Bachelor,82601.0,Divorced,Star,5308.29,2021 Promotion,2021,2,7,,,,78.0,27.0,153657.0,15362.0,0.0
female,High School or Below,22404.0,Married,Star,5309.44,2021 Promotion,2021,2,8,,,,133.7,34.1,286865.3,28682.63,10153.5
male,Bachelor,73102.0,Married,Star,5310.91,Standard,2018,4,18,,,,142.5,42.5,405975.2,40592.020000000004,11824.3
male,Bachelor,73102.0,Married,Star,5310.91,Standard,2017,9,22,,,,209.2,46.8,383814.4,38372.54,2964.0
female,Bachelor,68558.0,Married,Star,5313.44,Standard,2021,6,28,,,,152.0,45.6,238525.5,23843.75,2318.0
female,College,0.0,Single,Star,5313.47,Standard,2015,6,26,,,,208.5,50.6,469323.6,46923.76,12896.0
male,Doctor,21299.0,Married,Star,5316.61,Standard,2020,1,31,,,,202.0,55.9,347744.5,34765.45,0.0
male,Bachelor,45856.0,Divorced,Star,5316.64,Standard,2017,2,8,2020.0,7.0,3.0,87.4,34.2,116920.3,11689.33,0.0
female,Bachelor,25134.0,Married,Star,5318.9,Standard,2017,12,10,,,,174.3,45.4,419209.8,41914.18,0.0
male,Bachelor,25134.0,Married,Star,5318.9,Standard,2021,1,17,,,,37.0,12.0,126562.0,12654.0,0.0
male,Bachelor,25134.0,Married,Star,5318.9,Standard,2021,11,7,2019.0,7.0,-2.0,7.0,7.0,17209.0,1720.0,0.0
female,Bachelor,88669.0,Married,Star,5320.08,Standard,2019,8,1,,,,193.0,55.7,501458.9,50137.99,4381.0
female,Bachelor,32116.0,Married,Star,5320.61,Standard,2017,6,27,2018.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,32116.0,Married,Star,5320.61,2021 Promotion,2021,2,5,2021.0,10.0,0.0,59.0,21.0,116079.0,11605.0,0.0
female,Bachelor,33681.0,Single,Star,5322.29,Standard,2017,2,22,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,55289.0,Single,Star,5323.27,Standard,2016,7,26,2020.0,9.0,4.0,89.3,26.6,229303.4,22927.739999999998,13294.3
male,Bachelor,55289.0,Single,Star,5323.27,Standard,2016,3,1,,,,266.6,67.3,448027.3,44794.93,9222.6
female,Bachelor,64706.0,Single,Star,5323.87,Standard,2017,8,20,,,,230.5,75.5,609998.9,60989.69,37408.3
male,Bachelor,31561.0,Divorced,Star,5324.39,2021 Promotion,2021,3,29,,,,198.1,39.4,336714.1,33664.51,15410.9
male,College,0.0,Married,Star,5325.72,Standard,2016,1,22,,,,179.7,69.2,369465.4,36941.24,30263.2
female,College,0.0,Married,Star,5325.72,Standard,2019,11,28,,,,190.0,44.0,473457.8,47338.78,3949.0
female,College,0.0,Married,Star,5325.72,Standard,2020,6,7,,,,121.3,9.0,318922.1,31885.91,0.0
male,College,0.0,Married,Star,5325.72,Standard,2015,4,8,,,,154.8,19.0,341104.1,34104.21,11167.0
female,College,0.0,Married,Star,5325.72,Standard,2019,2,21,,,,207.9,65.6,525000.4,52492.64,11460.8
female,College,0.0,Married,Star,5325.72,Standard,2020,1,11,,,,142.0,36.6,347114.3,34704.53,0.0
female,Bachelor,22268.0,Married,Star,5326.5,Standard,2019,6,28,,,,183.2,47.1,409015.7,40895.97,8596.0
female,Bachelor,76717.0,Married,Star,5326.68,Standard,2017,9,20,,,,232.4,16.3,440637.7,44052.97,10668.5
male,Bachelor,43671.0,Married,Star,5329.08,Standard,2019,2,5,2019.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,43671.0,Married,Star,5329.08,Standard,2017,4,8,,,,280.1,92.2,435981.0,43589.5,19130.2
male,Bachelor,99839.0,Married,Star,5329.13,Standard,2020,2,14,,,,171.1,49.8,375591.3,37552.03,5998.3
female,Bachelor,99839.0,Married,Star,5329.13,Standard,2017,5,5,,,,187.3,58.1,530907.4,53082.34,21233.3
female,Bachelor,84240.0,Divorced,Star,5330.59,Standard,2016,8,19,,,,233.6,46.6,461609.5,46153.05,20394.0
female,Bachelor,60986.0,Married,Star,5331.74,Standard,2018,11,15,,,,208.9,41.5,386846.6,38677.76,14414.1
male,College,0.0,Married,Star,5331.82,Standard,2020,9,20,,,,102.5,25.6,298458.7,29841.77,3235.0
female,Bachelor,68931.0,Married,Star,5332.46,Standard,2017,7,31,,,,193.6,32.7,401489.4,40142.34,17374.0
female,Bachelor,68931.0,Married,Star,5332.46,2021 Promotion,2021,4,21,,,,32.0,20.0,86715.0,8668.0,0.0
female,Bachelor,68931.0,Married,Star,5332.46,Standard,2016,4,20,,,,180.6,48.4,392751.2,39264.82,11598.2
female,Bachelor,68931.0,Married,Star,5332.46,Standard,2020,10,10,2021.0,6.0,1.0,39.1,2.9,86200.8,8617.98,0.0
female,Bachelor,68931.0,Married,Star,5332.46,Standard,2018,2,6,,,,219.2,56.5,416489.8,41639.08,10495.4
male,Bachelor,68931.0,Married,Star,5332.46,Standard,2016,5,1,,,,200.0,41.9,442282.5,44221.45,0.0
male,Bachelor,74837.0,Married,Star,5332.62,Standard,2021,12,22,,,,161.0,15.7,381622.1,38154.21,0.0
male,Bachelor,72960.0,Single,Star,5334.18,Standard,2020,7,31,,,,125.9,40.7,328748.4,32868.84,0.0
female,Bachelor,72960.0,Single,Star,5334.18,Standard,2018,5,9,,,,151.8,50.8,288691.9,28863.19,0.0
female,College,0.0,Single,Star,5335.02,Standard,2021,9,22,,,,16.0,8.0,40495.0,4049.0,0.0
female,College,0.0,Single,Star,5335.02,Standard,2017,6,5,,,,262.4,60.9,380757.0,38067.7,0.0
female,Bachelor,91603.0,Single,Star,5335.38,Standard,2015,11,1,,,,188.7,36.6,356633.6,35654.96,9575.0
male,Bachelor,91603.0,Single,Star,5335.38,Standard,2015,6,10,,,,257.7,84.4,368230.1,36814.909999999996,10170.8
female,Bachelor,48696.0,Married,Star,5338.53,Standard,2019,9,30,,,,149.6,28.5,209695.2,20966.02,16806.8
male,Bachelor,48696.0,Married,Star,5338.53,Standard,2015,11,16,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,67796.0,Married,Star,5339.49,Standard,2018,8,15,,,,204.7,32.8,333822.7,33375.17,7192.0
female,Bachelor,58493.0,Married,Star,5340.54,Standard,2015,5,3,,,,281.1,65.7,378472.7,37839.77,8557.6
female,College,0.0,Married,Star,5340.81,Standard,2017,12,23,,,,272.8,55.9,396786.3,39668.53,18505.0
male,College,0.0,Married,Star,5340.81,Standard,2017,8,29,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
female,College,0.0,Married,Star,5341.44,Standard,2016,1,5,,,,148.2,50.5,323698.0,32364.2,3125.0
male,Bachelor,22908.0,Married,Star,5344.99,2021 Promotion,2016,9,29,,,,191.6,46.7,373376.9,37330.29,19153.9
female,Bachelor,22908.0,Married,Star,5344.99,Standard,2020,3,30,,,,205.8,68.0,342622.1,34254.31,26190.1
female,Bachelor,54668.0,Married,Star,5345.68,Standard,2015,8,14,,,,178.8,38.7,358440.0,35835.0,3602.0
female,College,0.0,Married,Star,5345.99,Standard,2015,12,24,,,,271.9,82.8,447466.0,44737.9,11848.5
female,High School or Below,25545.0,Married,Star,5348.07,Standard,2020,3,23,,,,165.1,39.1,406787.1,40672.81,9032.6
female,Bachelor,31572.0,Married,Star,5348.3,Standard,2016,8,17,2019.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,89158.0,Single,Star,5350.0,Standard,2017,4,1,2020.0,2.0,3.0,24.7,1.9,33485.6,3347.16,0.0
male,Bachelor,41336.0,Divorced,Star,5350.21,Standard,2018,1,15,,,,188.0,30.0,440256.6,44019.159999999996,16619.6
male,Bachelor,58357.0,Single,Star,5350.37,Standard,2021,11,19,,,,2.0,0.0,7642.0,764.0,0.0
female,Bachelor,60752.0,Married,Star,5356.14,Standard,2021,5,24,,,,15.0,7.0,49832.0,4982.0,4611.0
male,Bachelor,83771.0,Married,Star,5358.27,Standard,2017,3,12,,,,101.2,30.8,326926.6,32683.66,0.0
male,Bachelor,36357.0,Married,Star,5363.08,2021 Promotion,2021,3,6,,,,159.6,50.2,409109.7,40903.97,9055.5
male,Bachelor,36357.0,Married,Star,5363.08,Standard,2018,5,23,,,,241.1,49.0,354961.4,35488.54,11587.8
male,Bachelor,64604.0,Married,Star,5363.53,Standard,2018,2,4,,,,191.1,47.4,339852.1,33977.31,3457.0
female,Bachelor,64604.0,Married,Star,5363.53,Standard,2020,4,14,,,,167.7,45.5,452839.7,45274.87,9855.0
female,Bachelor,53562.0,Married,Star,5364.47,Standard,2019,6,24,,,,195.2,49.5,306606.8,30654.18,18935.4
male,Bachelor,97742.0,Single,Star,5367.09,Standard,2015,11,7,,,,165.4,60.2,424974.7,42491.47,15259.6
male,Bachelor,59601.0,Married,Star,5368.89,Standard,2018,10,8,,,,265.5,63.4,469466.1,46939.61,14177.8
male,Bachelor,70286.0,Married,Star,5372.35,Standard,2015,7,5,,,,0.0,0.0,0.0,0.0,0.0
female,Bachelor,50405.0,Divorced,Star,5372.91,Standard,2015,12,22,,,,139.3,42.4,379620.6,37955.06,8764.7
female,College,0.0,Married,Star,5373.72,Standard,2018,6,15,,,,270.2,57.8,507838.3,50773.73,10334.5
female,College,0.0,Single,Star,5375.66,Standard,2021,6,6,,,,16.0,7.0,68791.0,6877.0,0.0
female,Bachelor,66844.0,Married,Star,5375.82,Standard,2018,3,26,,,,177.4,52.9,430724.7,43067.07,22891.2
female,Bachelor,69050.0,Married,Star,5375.84,Standard,2016,9,8,,,,195.0,56.9,511743.7,51165.270000000004,15578.6
male,Bachelor,34528.0,Married,Star,5377.91,Standard,2020,10,22,,,,84.4,29.7,128979.8,12894.98,0.0
female,Bachelor,24702.0,Married,Star,5379.48,Standard,2021,8,3,,,,42.0,15.0,34311.0,3429.0,5417.0
male,College,0.0,Divorced,Star,5380.09,Standard,2021,10,11,2019.0,6.0,-2.0,27.0,7.0,41509.0,4150.0,5143.0
female,College,0.0,Married,Star,5380.32,Standard,2016,4,17,,,,242.3,47.3,448588.9,44850.69,8809.2
male,Bachelor,55350.0,Married,Star,5380.9,Standard,2019,7,5,,,,150.4,22.2,328592.9,32852.79,2130.0
female,Bachelor,55350.0,Married,Star,5380.9,Standard,2016,5,19,,,,214.2,61.4,432115.6,43205.46,34959.0
female,Bachelor,55350.0,Married,Star,5380.9,Standard,2016,10,17,,,,197.6,46.3,380413.7,38033.17,15481.2
female,Bachelor,55350.0,Married,Star,5380.9,Standard,2019,12,19,,,,147.6,45.6,340835.8,34078.58,3478.0
female,Bachelor,55350.0,Married,Star,5380.9,Standard,2021,5,14,,,,31.0,11.0,115205.0,11517.0,6914.0
female,Bachelor,30514.0,Single,Star,5384.02,Standard,2019,1,2,,,,183.1,32.7,252686.7,25262.87,7054.7
male,Doctor,13103.0,Married,Star,5384.67,Standard,2019,8,4,2020.0,4.0,1.0,55.1,9.5,107771.8,10774.98,0.0
male,Bachelor,33716.0,Married,Star,5386.33,Standard,2017,7,27,2019.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,93893.0,Married,Star,5386.97,Standard,2020,11,17,,,,73.4,12.8,163950.2,16390.62,3982.0
female,Bachelor,56835.0,Married,Star,5387.93,Standard,2019,3,24,2019.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,48895.0,Married,Star,5388.02,Standard,2016,12,23,,,,162.6,53.4,358064.0,35801.8,0.0
male,Bachelor,48895.0,Married,Star,5388.02,Standard,2017,2,13,,,,258.4,61.6,425372.7,42526.87,9601.0
male,Bachelor,66429.0,Married,Star,5389.5,Standard,2018,8,5,,,,261.5,79.3,431145.7,43103.57,35522.5
male,Bachelor,66429.0,Married,Star,5389.5,Standard,2021,11,6,,,,166.9,36.4,433470.5,43339.15,9131.4
male,Bachelor,66429.0,Married,Star,5389.5,Standard,2019,12,12,,,,173.4,27.1,265882.0,26582.0,4164.0
female,Bachelor,66429.0,Married,Star,5389.5,Standard,2018,12,26,,,,190.5,63.9,384837.3,38476.73,5046.4
male,Bachelor,66429.0,Married,Star,5389.5,Standard,2019,11,8,,,,132.6,24.0,323970.1,32389.809999999998,21077.3
male,Bachelor,66429.0,Married,Star,5389.5,Standard,2018,1,9,,,,192.9,44.300000000000004,470353.6,47028.76,0.0
female,Bachelor,70705.0,Married,Star,5390.27,Standard,2020,9,29,,,,142.5,23.0,216664.3,21661.73,8494.0
female,Bachelor,21440.0,Married,Star,5391.08,Standard,2016,10,30,,,,158.0,66.8,391902.7,39183.47,13119.5
male,Bachelor,63633.0,Married,Star,5391.78,Standard,2020,7,10,,,,127.2,28.0,291866.1,29181.01,5081.0
female,Bachelor,41662.0,Divorced,Star,5391.97,Standard,2016,6,30,,,,180.5,27.2,220986.7,22092.37,4231.0
male,Bachelor,75438.0,Single,Star,5392.44,Standard,2016,5,4,2018.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0
female,College,0.0,Married,Star,5392.5,Standard,2018,8,29,,,,194.0,52.9,245585.2,24552.22,0.0
female,Bachelor,80550.0,Married,Star,5392.5,Standard,2017,10,7,2018.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,27568.0,Married,Star,5394.0,Standard,2020,3,27,,,,167.4,36.9,403813.7,40374.67,3058.0
female,Bachelor,65978.0,Married,Star,5394.7,Standard,2021,11,3,,,,208.7,42.3,443081.1,44299.71,0.0
female,Bachelor,65978.0,Married,Star,5394.7,Standard,2016,6,4,,,,224.0,78.0,503250.1,50315.61,33140.6
female,Bachelor,29853.0,Single,Star,5394.91,2021 Promotion,2021,4,28,,,,166.4,61.2,373255.8,37316.38,25311.7
female,Bachelor,86640.0,Married,Star,5395.09,Standard,2019,8,27,,,,155.5,66.3,453206.6,45312.36,8724.1
female,Bachelor,86640.0,Married,Star,5395.09,Standard,2018,6,20,,,,223.2,43.4,400764.7,40067.27,7540.7
male,Bachelor,44047.0,Married,Star,5395.43,Standard,2018,5,2,,,,233.8,70.2,447840.3,44775.63,8954.0
female,Bachelor,70051.0,Married,Star,5395.83,Standard,2016,1,7,2016.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,40308.0,Divorced,Star,5396.37,Standard,2016,8,29,,,,190.9,76.3,357889.6,35781.06,10446.3
female,Bachelor,40308.0,Divorced,Star,5396.37,Standard,2021,5,12,,,,49.0,14.0,78335.0,7831.0,11222.0
female,Bachelor,72633.0,Married,Star,5403.59,Standard,2015,12,6,,,,326.8,99.60000000000001,530372.0,53028.9,0.0
male,Bachelor,67241.0,Married,Star,5405.52,2021 Promotion,2021,4,17,,,,0.0,0.0,0.0,0.0,0.0
male,High School or Below,21855.0,Married,Star,5406.69,Standard,2016,4,28,,,,141.6,31.6,408039.9,40795.79,0.0
female,Bachelor,27166.0,Single,Star,5406.88,Standard,2018,12,9,,,,196.2,69.1,397272.2,39720.32,0.0
female,Bachelor,80192.0,Married,Star,5408.91,Standard,2015,7,31,,,,196.2,51.0,442370.5,44230.15,21083.0
male,Bachelor,81531.0,Married,Star,5411.94,Standard,2018,10,1,,,,168.1,55.4,354646.0,35457.0,29712.2
female,Bachelor,81531.0,Married,Star,5411.94,Standard,2015,4,3,,,,142.3,47.2,275550.7,27549.57,8719.1
female,Bachelor,55992.0,Married,Star,5412.46,Standard,2015,10,30,,,,171.3,29.3,342638.8,34253.68,2940.0
male,Bachelor,55992.0,Married,Star,5412.46,Standard,2019,12,20,2021.0,11.0,2.0,233.6,53.4,455192.1,45511.01,0.0
female,College,0.0,Married,Star,5414.32,Standard,2016,11,9,,,,216.6,68.3,380147.0,38006.4,23966.6
male,Bachelor,26893.0,Married,Star,5414.62,Standard,2015,9,3,,,,206.1,30.4,391011.4,39092.54,10177.2
male,Bachelor,57587.0,Divorced,Star,5418.15,Standard,2020,5,2,,,,173.9,43.0,291473.3,29139.43,11160.6
female,Bachelor,21881.0,Married,Star,5420.34,Standard,2016,5,23,,,,138.4,59.1,421858.6,42178.16,20475.3
male,Bachelor,40376.0,Married,Star,5421.02,Standard,2017,6,27,,,,182.8,40.2,275003.7,27492.97,8855.0
male,Bachelor,85447.0,Single,Star,5421.54,Standard,2020,2,8,2020.0,10.0,0.0,89.3,17.1,87593.8,8757.18,0.0
male,High School or Below,27677.0,Married,Star,5427.17,Standard,2021,6,26,,,,54.0,14.0,123955.0,12393.0,5784.0
male,Bachelor,57125.0,Divorced,Star,5431.21,Standard,2018,3,28,,,,235.3,29.9,486974.0,48686.8,16314.8
male,Bachelor,58161.0,Married,Star,5431.22,Standard,2016,5,28,,,,170.4,47.8,453552.3,45345.83,18593.4
male,Bachelor,49345.0,Married,Star,5431.37,Standard,2020,2,22,,,,159.4,58.1,400417.3,40037.229999999996,18308.5
female,Bachelor,49345.0,Married,Star,5431.37,Standard,2016,2,4,,,,229.8,67.1,429911.4,42983.44,13438.8
male,Bachelor,49919.0,Married,Star,5432.86,Standard,2019,5,28,,,,290.2,46.6,504021.0,50392.4,24828.6
female,Bachelor,29629.0,Married,Star,5433.21,Standard,2020,10,24,,,,98.8,32.0,173200.1,17314.31,12460.2
male,Bachelor,28343.0,Married,Star,5437.44,Standard,2018,11,14,2019.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,28343.0,Married,Star,5437.44,Standard,2015,4,3,,,,240.4,30.7,312594.4,31252.34,11067.5
male,Bachelor,69186.0,Single,Star,5439.36,Standard,2021,7,4,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,25884.0,Married,Star,5442.74,Standard,2015,5,4,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,21006.0,Married,Star,5445.82,Standard,2018,3,30,,,,152.9,58.3,414560.1,41451.31,21289.3
male,Bachelor,21006.0,Married,Star,5445.82,Standard,2015,6,17,,,,133.3,56.9,272367.4,27230.44,48612.2
male,Bachelor,85296.0,Married,Star,5448.56,Standard,2017,7,8,,,,178.6,61.2,547593.8,54751.38,6919.8
female,Bachelor,43091.0,Married,Star,5450.39,Standard,2020,10,5,2021.0,6.0,1.0,66.0,10.5,92035.1,9201.11,2734.0
female,Bachelor,43091.0,Married,Star,5450.39,Standard,2017,6,25,,,,203.7,40.7,491854.5,49177.55,11830.0
female,Bachelor,88567.0,Married,Star,5452.17,Standard,2020,11,5,,,,102.6,13.7,170326.2,17028.82,0.0
female,Bachelor,30855.0,Married,Star,5453.86,Standard,2019,7,28,,,,224.7,46.5,402205.4,40211.44,3114.0
male,Bachelor,50044.0,Single,Star,5457.26,Standard,2020,10,27,,,,64.0,14.0,103498.0,10347.0,14628.0
female,Bachelor,50044.0,Single,Star,5457.26,Standard,2016,7,23,,,,192.3,52.0,456075.0,45599.0,0.0
male,Bachelor,94731.0,Married,Star,5457.34,Standard,2016,10,22,,,,189.9,60.2,298641.8,29855.38,11851.8
male,Bachelor,31530.0,Married,Star,5460.37,Standard,2019,7,26,,,,169.4,32.9,443744.9,44367.79,14073.3
male,Bachelor,39626.0,Married,Star,5461.55,Standard,2019,4,25,,,,151.9,63.9,324957.3,32489.03,19608.5
female,Bachelor,42650.0,Married,Star,5461.97,Standard,2015,4,3,,,,186.8,70.3,244600.9,24452.59,21486.6
male,Bachelor,54507.0,Married,Star,5470.06,Standard,2015,12,29,,,,146.1,31.2,403798.6,40371.659999999996,16035.7
male,Bachelor,54507.0,Married,Star,5470.06,Standard,2018,9,12,,,,195.4,53.6,505793.7,50569.57,17605.4
male,Bachelor,54507.0,Married,Star,5470.06,Standard,2017,8,15,,,,228.5,72.2,426572.2,42648.92,0.0
female,Bachelor,53526.0,Married,Star,5471.83,2021 Promotion,2021,4,1,,,,44.0,11.0,126522.0,12648.0,0.0
